tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_type	sample_bed_dip	er_location_name	sample_height	magic_method_codes	sample_azimuth	sample_class
0	This study	-07.8	129.5	0	4	Z50.4		unknown	423.0	Z50.4a	273	8.88e-06	4.44e-08	1.98e-07	2.36e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-08.1	129.3	0	5	Z50.4		unknown	473.0	Z50.4a	273	8.85e-06	6.16e-08	1.70e-07	2.38e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-08.1	129.9	0	6	Z50.4		unknown	523.0	Z50.4a	273	8.89e-06	9.24e-08	5.77e-08	4.34e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-08.0	129.3	0	7	Z50.4		unknown	573.0	Z50.4a	273	8.90e-06	5.06e-08	6.47e-08	7.27e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-07.8	128.9	0	8	Z50.4		unknown	623.0	Z50.4a	273	8.90e-06	5.49e-08	5.12e-08	4.25e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-07.4	130.2	0	9	Z50.4		unknown	673.0	Z50.4a	273	8.92e-06	4.84e-08	7.48e-08	9.28e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-07.2	129.8	0	10	Z50.4		unknown	698.0	Z50.4a	273	8.90e-06	4.97e-08	3.15e-07	3.59e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	-07.1	129.3	0	11	Z50.4		unknown	723.0	Z50.4a	273	8.85e-06	4.45e-08	8.96e-08	1.16e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-06.8	131.5	0	12	Z50.4		unknown	748.0	Z50.4a	273	8.81e-06	4.12e-08	1.39e-07	1.60e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-06.4	131.4	0	13	Z50.4		unknown	773.0	Z50.4a	273	8.74e-06	4.08e-08	2.18e-07	2.46e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-06.2	129.7	0	14	Z50.4		unknown	788.0	Z50.4a	273	8.69e-06	3.74e-08	5.09e-08	5.71e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-06.0	130.0	0	15	Z50.4		unknown	803.0	Z50.4a	273	8.58e-06	3.17e-08	2.57e-07	3.07e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-05.3	128.7	0	16	Z50.4		unknown	818.0	Z50.4a	273	8.21e-06	2.90e-08	9.70e-08	1.14e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-05.3	130.2	0	17	Z50.4		unknown	823.0	Z50.4a	273	7.91e-06	2.83e-08	2.06e-07	2.42e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-05.1	131.1	0	18	Z50.4		unknown	828.0	Z50.4a	273	7.50e-06	2.72e-08	2.05e-07	2.35e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-05.1	129.3	0	19	Z50.4		unknown	833.0	Z50.4a	273	6.51e-06	4.14e-08	1.10e-07	1.38e-07	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-03.8	129.5	0	20	Z50.4		unknown	838.0	Z50.4a	273	3.31e-06	1.42e-08	2.72e-08	3.30e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-02.2	130.1	0	21	Z50.4		unknown	843.0	Z50.4a	273	1.41e-06	7.63e-09	1.65e-08	1.99e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	131.2	0	22	Z50.4		unknown	846.0	Z50.4a	273	1.36e-06	6.97e-09	1.09e-08	1.46e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-03.4	132.8	0	23	Z50.4		unknown	849.0	Z50.4a	273	1.35e-06	8.76e-09	2.50e-08	2.87e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-01.9	131.5	0	24	Z50.4		unknown	852.0	Z50.4a	273	9.82e-07	5.31e-09	3.08e-08	3.49e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-01.8	130.7	0	25	Z50.4		unknown	855.0	Z50.4a	273	1.00e-06	5.40e-09	2.54e-08	3.12e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-01.2	134.7	0	26	Z50.4		unknown	858.0	Z50.4a	273	9.72e-07	5.14e-09	1.96e-08	2.09e-08	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-01.1	132.7	0	27	Z50.4		unknown	863.0	Z50.4a	273	9.79e-07	5.35e-09	7.97e-09	9.95e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-02.7	132.1	0	28	Z50.4		unknown	883.0	Z50.4a	273	8.76e-07	5.70e-09	5.65e-09	6.77e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-01.0	135.1	0	29	Z50.4		unknown	903.0	Z50.4a	273	7.46e-07	6.68e-09	3.86e-09	4.61e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-00.2	131.4	0	30	Z50.4		unknown	923.0	Z50.4a	273	5.22e-07	3.19e-09	6.04e-09	6.19e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-04.0	137.4	0	31	Z50.4		unknown	933.0	Z50.4a	273	3.98e-07	4.24e-09	2.76e-09	2.53e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	00.2	134.3	0	32	Z50.4		unknown	943.0	Z50.4a	273	1.81e-07	3.57e-09	1.01e-09	1.12e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	22.2	50.0	0	33	Z50.4		unknown	953.0	Z50.4a	273	8.93e-08	1.25e-09	4.54e-09	4.85e-09	Z50.4a:LP-DIR-T	pmagpy-3.2.1	Z50	1	4.3	g	LT-T-Z:LP-DIR-T
0	This study	-06.3	146.7	0	1	Z50.5		unknown	273	Z50.5a	273	3.77e-06	4.01e-08	1.72e-07	1.13e-07	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.2	g	LT-NO:LP-DIR-T
0	This study	-06.6	145.8	0	2	Z50.5		unknown	77	Z50.5a	273	3.71e-06	5.70e-08	2.93e-08	2.55e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-LT-Z:LP-DIR-T
0	This study	-07.7	145.0	0	3	Z50.5		unknown	373.0	Z50.5a	273	3.72e-06	6.25e-08	2.76e-08	1.05e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-08.7	144.1	0	4	Z50.5		unknown	423.0	Z50.5a	273	3.78e-06	6.51e-08	7.28e-08	4.42e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-08.9	143.4	0	5	Z50.5		unknown	473.0	Z50.5a	273	3.78e-06	3.06e-08	4.04e-08	3.06e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-08.4	144.5	0	6	Z50.5		unknown	523.0	Z50.5a	273	3.74e-06	3.36e-08	8.01e-08	5.88e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-06.6	145.3	0	7	Z50.5		unknown	573.0	Z50.5a	273	3.76e-06	3.73e-08	5.92e-08	3.71e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-05.6	143.6	0	8	Z50.5		unknown	623.0	Z50.5a	273	3.93e-06	3.13e-08	4.49e-08	2.78e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-05.0	146.3	0	9	Z50.5		unknown	673.0	Z50.5a	273	3.95e-06	4.07e-08	3.51e-08	2.46e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-04.7	145.2	0	10	Z50.5		unknown	698.0	Z50.5a	273	3.89e-06	4.51e-08	2.05e-07	1.43e-07	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	-04.3	142.9	0	11	Z50.5		unknown	723.0	Z50.5a	273	3.85e-06	4.88e-08	2.80e-08	1.99e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-03.9	146.2	0	12	Z50.5		unknown	748.0	Z50.5a	273	3.82e-06	4.78e-08	3.33e-08	2.15e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-03.6	143.6	0	13	Z50.5		unknown	773.0	Z50.5a	273	3.78e-06	4.70e-08	8.85e-08	6.40e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-03.4	144.3	0	14	Z50.5		unknown	788.0	Z50.5a	273	3.73e-06	4.80e-08	2.69e-08	1.74e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-03.2	146.0	0	15	Z50.5		unknown	803.0	Z50.5a	273	3.67e-06	4.91e-08	7.09e-08	4.67e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-02.9	144.5	0	16	Z50.5		unknown	818.0	Z50.5a	273	3.47e-06	5.13e-08	2.41e-08	1.86e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-02.7	143.6	0	17	Z50.5		unknown	823.0	Z50.5a	273	3.24e-06	4.95e-08	6.76e-08	4.87e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-02.9	144.3	0	18	Z50.5		unknown	828.0	Z50.5a	273	2.88e-06	4.55e-08	2.39e-08	1.73e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-03.5	144.0	0	19	Z50.5		unknown	833.0	Z50.5a	273	2.20e-06	2.75e-08	4.58e-08	3.23e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-03.3	143.6	0	20	Z50.5		unknown	838.0	Z50.5a	273	1.24e-06	1.15e-08	1.65e-08	1.16e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-04.5	143.2	0	21	Z50.5		unknown	843.0	Z50.5a	273	1.00e-06	8.40e-09	1.55e-08	1.18e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-03.9	141.0	0	22	Z50.5		unknown	846.0	Z50.5a	273	1.02e-06	8.61e-09	3.02e-08	2.50e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	-04.4	144.2	0	23	Z50.5		unknown	849.0	Z50.5a	273	1.00e-06	8.96e-09	7.88e-09	5.69e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-04.9	142.5	0	24	Z50.5		unknown	852.0	Z50.5a	273	9.25e-07	9.57e-09	3.56e-08	2.68e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-04.5	143.2	0	25	Z50.5		unknown	855.0	Z50.5a	273	9.35e-07	1.01e-08	4.91e-09	4.97e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-04.9	143.1	0	26	Z50.5		unknown	858.0	Z50.5a	273	8.91e-07	9.14e-09	2.41e-08	1.71e-08	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-04.7	144.7	0	27	Z50.5		unknown	863.0	Z50.5a	273	9.04e-07	8.96e-09	1.40e-08	9.54e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-04.3	142.9	0	28	Z50.5		unknown	883.0	Z50.5a	273	8.59e-07	8.49e-09	7.37e-09	6.09e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-04.4	143.3	0	29	Z50.5		unknown	903.0	Z50.5a	273	7.68e-07	7.13e-09	1.00e-08	7.53e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-03.6	140.5	0	30	Z50.5		unknown	923.0	Z50.5a	273	6.23e-07	5.60e-09	1.01e-08	8.01e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-04.9	141.3	0	31	Z50.5		unknown	933.0	Z50.5a	273	4.53e-07	4.25e-09	9.62e-09	7.36e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	148.4	0	32	Z50.5		unknown	943.0	Z50.5a	273	2.32e-07	1.63e-09	6.61e-09	4.18e-09	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	00.4	26.7	0	33	Z50.5		unknown	953.0	Z50.5a	273	3.82e-08	8.46e-10	1.35e-09	9.30e-10	Z50.5a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-00.9	137.9	0	1	Z50.6		unknown	273	Z50.6a	273	5.95e-06	3.22e-08	2.44e-07	2.15e-07	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.1	g	LT-NO:LP-DIR-T
0	This study	-03.1	138.1	0	2	Z50.6		unknown	77	Z50.6a	273	5.79e-06	4.39e-08	3.89e-08	3.41e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-LT-Z:LP-DIR-T
0	This study	-03.2	137.5	0	3	Z50.6		unknown	373.0	Z50.6a	273	5.82e-06	4.29e-08	3.06e-08	2.01e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-03.5	137.6	0	4	Z50.6		unknown	423.0	Z50.6a	273	5.85e-06	4.82e-08	2.82e-07	2.52e-07	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	-04.0	138.3	0	5	Z50.6		unknown	473.0	Z50.6a	273	5.85e-06	2.24e-08	4.11e-08	3.35e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-04.1	136.6	0	6	Z50.6		unknown	523.0	Z50.6a	273	5.87e-06	2.17e-08	6.60e-08	6.34e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-04.1	137.8	0	7	Z50.6		unknown	573.0	Z50.6a	273	5.90e-06	2.24e-08	4.20e-08	2.63e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-03.8	137.2	0	8	Z50.6		unknown	623.0	Z50.6a	273	5.89e-06	2.30e-08	1.03e-07	9.38e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-03.3	138.8	0	9	Z50.6		unknown	673.0	Z50.6a	273	5.92e-06	2.98e-08	1.94e-07	1.73e-07	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-03.1	134.9	0	10	Z50.6		unknown	698.0	Z50.6a	273	5.92e-06	3.18e-08	3.88e-08	3.57e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-02.8	133.5	0	11	Z50.6		unknown	723.0	Z50.6a	273	5.89e-06	3.28e-08	4.27e-08	3.99e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-02.6	136.7	0	12	Z50.6		unknown	748.0	Z50.6a	273	5.85e-06	3.02e-08	1.42e-07	1.33e-07	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	136.8	0	13	Z50.6		unknown	773.0	Z50.6a	273	5.77e-06	3.97e-08	4.78e-08	4.43e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	137.3	0	14	Z50.6		unknown	788.0	Z50.6a	273	5.66e-06	4.43e-08	3.28e-08	2.92e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-01.9	137.8	0	15	Z50.6		unknown	803.0	Z50.6a	273	5.57e-06	3.77e-08	6.69e-08	5.76e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-01.4	136.7	0	16	Z50.6		unknown	818.0	Z50.6a	273	5.35e-06	3.43e-08	4.73e-08	4.44e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-01.0	135.5	0	17	Z50.6		unknown	823.0	Z50.6a	273	5.16e-06	4.68e-08	8.81e-08	8.45e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-01.1	137.6	0	18	Z50.6		unknown	828.0	Z50.6a	273	4.93e-06	2.34e-08	7.13e-08	6.19e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-00.6	137.3	0	19	Z50.6		unknown	833.0	Z50.6a	273	4.40e-06	1.69e-08	4.72e-08	4.45e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	01.4	138.0	0	20	Z50.6		unknown	838.0	Z50.6a	273	2.78e-06	1.07e-08	3.03e-08	2.55e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	02.7	141.8	0	21	Z50.6		unknown	843.0	Z50.6a	273	1.45e-06	8.43e-09	2.34e-08	1.82e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	02.7	139.8	0	22	Z50.6		unknown	846.0	Z50.6a	273	1.44e-06	1.11e-08	1.45e-08	1.27e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	02.5	140.0	0	23	Z50.6		unknown	849.0	Z50.6a	273	1.43e-06	1.78e-08	5.19e-08	4.20e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	03.3	140.8	0	24	Z50.6		unknown	852.0	Z50.6a	273	1.25e-06	1.15e-08	2.14e-08	1.70e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	03.2	140.2	0	25	Z50.6		unknown	855.0	Z50.6a	273	1.28e-06	1.13e-08	1.79e-08	1.38e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	03.0	141.6	0	26	Z50.6		unknown	858.0	Z50.6a	273	1.24e-06	1.30e-08	3.88e-08	3.23e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	03.3	141.7	0	27	Z50.6		unknown	863.0	Z50.6a	273	1.24e-06	1.47e-08	4.49e-08	3.68e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	03.1	140.1	0	28	Z50.6		unknown	883.0	Z50.6a	273	1.18e-06	1.42e-08	3.84e-08	3.24e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	03.4	142.7	0	29	Z50.6		unknown	903.0	Z50.6a	273	1.07e-06	1.23e-08	5.16e-08	3.93e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	04.1	138.5	0	30	Z50.6		unknown	923.0	Z50.6a	273	8.06e-07	9.29e-09	1.16e-08	1.69e-08	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	04.6	135.3	0	31	Z50.6		unknown	933.0	Z50.6a	273	5.61e-07	6.17e-09	1.11e-08	8.69e-09	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	03.5	137.5	0	32	Z50.6		unknown	943.0	Z50.6a	273	2.58e-07	6.70e-09	7.54e-09	5.48e-09	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	08.5	98.8	0	33	Z50.6		unknown	953.0	Z50.6a	273	1.00e-07	2.43e-09	8.80e-10	2.71e-09	Z50.6a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	-07.9	112.2	0	1	Z50.7		unknown	273	Z50.7a	273	1.04e-05	7.00e-08	1.79e-07	4.07e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.5	g	LT-NO:LP-DIR-T
0	This study	-07.5	110.5	0	2	Z50.7		unknown	77	Z50.7a	273	1.00e-05	4.94e-08	3.77e-08	6.54e-08	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-LT-Z:LP-DIR-T
0	This study	-07.4	111.2	0	3	Z50.7		unknown	373.0	Z50.7a	273	1.01e-05	5.75e-08	7.39e-08	1.58e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-07.5	110.3	0	4	Z50.7		unknown	423.0	Z50.7a	273	1.01e-05	5.41e-08	2.39e-07	6.43e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	-07.8	110.2	0	5	Z50.7		unknown	473.0	Z50.7a	273	1.01e-05	5.45e-08	8.26e-08	2.42e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	-07.9	110.1	0	6	Z50.7		unknown	523.0	Z50.7a	273	1.01e-05	6.52e-08	9.06e-08	2.64e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-07.5	111.1	0	7	Z50.7		unknown	573.0	Z50.7a	273	1.01e-05	5.47e-08	8.37e-08	1.72e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-07.4	110.2	0	8	Z50.7		unknown	623.0	Z50.7a	273	1.01e-05	5.61e-08	1.09e-07	2.60e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-07.3	109.8	0	9	Z50.7		unknown	673.0	Z50.7a	273	1.01e-05	7.18e-08	1.57e-07	4.67e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	-07.0	110.2	0	10	Z50.7		unknown	698.0	Z50.7a	273	1.02e-05	5.92e-08	7.78e-08	1.66e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-06.8	111.0	0	11	Z50.7		unknown	723.0	Z50.7a	273	1.01e-05	5.25e-08	3.75e-08	6.98e-08	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-06.6	114.3	0	12	Z50.7		unknown	748.0	Z50.7a	273	1.01e-05	5.12e-08	1.17e-07	2.62e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-06.3	113.3	0	13	Z50.7		unknown	773.0	Z50.7a	273	1.00e-05	4.70e-08	5.60e-08	1.16e-07	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-06.1	111.7	0	14	Z50.7		unknown	788.0	Z50.7a	273	9.96e-06	4.83e-08	3.96e-08	7.76e-08	Z50.7a:LP-DIR-T	pmagpy-3.2.1	Z50	1	0.5	g	LT-T-Z:LP-DIR-T
