tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_positions	er_citation_names	magic_software_packages	measurement_temp	measurement_magn_moment	measurement_sd_y	measurement_inc	measurement_description	measurement_sd_z	measurement_dec	measurement_sd_x	measurement_csd	magic_instrument_codes	treatment_temp	treatment_dc_field	magic_method_codes	measurement_flag
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	1.33e-07	1.44e-09	-84.3		7.74e-10	251.8	1.35e-09	0.9	hargrave 2015-04-16 14:08:44	673.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	1.22e-07	1.09e-09	-84.0		6.96e-10	239.2	2.18e-09	1.2	hargrave 2015-04-17 18:51:09	698.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	1.11e-07	1.08e-09	-82.8		5.37e-10	226.4	1.35e-09	0.9	hargrave 2015-04-20 14:20:02	723.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	1.01e-07	9.39e-10	-81.0		5.48e-10	214.8	1.70e-09	1.1	hargrave 2015-04-20 18:52:49	748.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	9.24e-08	8.84e-10	-79.0		4.97e-10	204.4	1.43e-09	1.0	hargrave 2015-04-21 10:53:44	773.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	8.70e-08	8.16e-10	-78.2		4.32e-10	200.6	1.63e-09	1.2	hargrave 2015-04-21 15:24:15	788.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	8.00e-08	8.47e-10	-76.5		2.44e-10	200.5	1.18e-09	1.0	hargrave 2015-04-22 12:41:49	803.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	6.50e-08	7.19e-10	-72.0		4.21e-10	190.6	1.05e-09	1.1	hargrave 2015-04-22 16:57:31	818.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	5.65e-08	7.01e-10	-68.6		3.69e-10	189.6	9.21e-10	1.1	hargrave 2015-04-23 13:11:32	823.0	0	LT-T-Z:LP-DIR-T	b
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	5.65e-08	6.98e-10	-68.5		3.85e-10	189.5	1.13e-09	1.3	hargrave 2015-04-23 13:58:09	823.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	4.54e-08	5.40e-10	-63.5		3.53e-10	187.9	7.65e-10	1.1	hargrave 2015-04-24 10:32:05	828.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	3.44e-08	5.27e-10	-58.5		1.90e-10	184.6	3.94e-10	1.0	hargrave 2015-04-27 13:16:20	833.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	2.48e-08	3.02e-10	-62.0		3.01e-10	185.3	4.58e-10	1.0	hargrave 2015-04-27 18:06:16	838.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	2.20e-08	2.61e-10	-69.4		1.29e-10	207.3	2.48e-10	0.8	hargrave 2015-04-28 11:09:11	843.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	1.86e-08	1.92e-10	-72.8		5.83e-10	222.2	2.62e-10	0.8	hargrave 2015-04-28 17:22:57	846.0	0	LT-T-Z:LP-DIR-T	b
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	1.99e-08	3.42e-10	-61.4		4.77e-10	195.9	3.14e-10	1.0	hargrave 2015-04-29 13:44:19	849.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	1.91e-08	2.25e-10	-66.3		7.54e-10	211.2	3.60e-10	1.1	hargrave 2015-04-29 17:57:36	852.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	2.08e-08	5.10e-10	-64.3		7.28e-10	193.9	3.04e-10	1.5	hargrave 2015-04-30 15:13:09	855.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	2.14e-08	2.83e-10	-62.1		8.74e-10	193.8	3.96e-10	1.1	hargrave 2015-04-30 20:20:36	858.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	2.05e-08	5.33e-10	-63.7		8.05e-10	182.7	3.10e-10	1.7	hargrave 2015-05-04 11:23:11	863.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	1.91e-08	9.34e-10	-59.1		1.21e-09	176.0	3.82e-10	3.3	hargrave 2015-05-04 16:16:44	883.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	1.77e-08	2.87e-10	-50.9		9.75e-10	200.3	3.79e-10	2.0	hargrave 2015-05-04 20:41:40	903.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	1.92e-08	1.09e-09	-25.8		9.62e-10	162.1	4.89e-10	4.3	hargrave 2015-05-05 16:00:15	923.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	2.25e-08	1.51e-09	01.0		1.47e-09	197.9	8.20e-10	5.5	hargrave 2015-05-07 16:04:59	933.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	2.19e-08	5.04e-10	-02.9		7.72e-10	191.2	1.34e-09	2.7	hargrave 2015-05-08 11:54:51	943.0	0	LT-T-Z:LP-DIR-T	g
Z47.8a	Z47.8	Z47	Khukh_Davaa	Z47.8a:LP-DIR-T	34	0	1	This study	pmagpy-3.2.1	273	2.35e-08	7.29e-10	-04.7		1.39e-09	148.9	4.44e-10	3.9	hargrave 2015-05-08 16:29:15	953.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	1.50e-07	4.35e-09	-03.4		7.28e-10	146.2	2.65e-09	2.0	hargrave 2014-11-19 15:36:44	273	0	LT-NO:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	1.50e-07	1.66e-09	-07.2		9.43e-10	144.7	9.96e-10	0.8	hargrave 2014-11-24 16:30:19	77	0	LT-LT-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	1.55e-07	1.93e-09	-09.7		7.78e-10	140.4	1.63e-09	1.0	hargrave 2014-12-03 16:10:33	373.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	1.59e-07	1.60e-09	-14.2		9.66e-10	137.4	1.73e-09	0.9	hargrave 2015-01-07 12:58:34	423.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	1.61e-07	1.12e-09	-15.0		7.33e-10	137.4	1.26e-09	0.6	hargrave 2015-01-09 14:16:33	473.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	1.62e-07	5.72e-09	-15.8		8.43e-10	136.0	5.97e-09	2.9	hargrave 2015-01-12 15:03:34	523.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	1.64e-07	1.62e-09	-16.1		6.96e-10	136.1	1.54e-09	0.8	hargrave 2015-01-13 13:41:41	573.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	1.61e-07	4.11e-09	-14.9		5.99e-10	133.4	4.87e-09	2.3	hargrave 2015-01-14 17:58:48	623.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	1.59e-07	2.80e-09	-11.1		8.44e-10	135.0	3.28e-09	1.6	hargrave 2015-01-16 14:34:23	673.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	1.57e-07	1.23e-09	-08.4		8.77e-10	136.5	1.58e-09	0.7	hargrave 2015-01-20 12:39:35	698.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	1.54e-07	2.97e-09	-06.7		6.22e-10	133.8	3.19e-09	1.6	hargrave 2015-01-20 19:12:41	723.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	1.52e-07	1.18e-09	-05.1		6.01e-10	134.9	1.29e-09	0.7	hargrave 2015-01-21 12:48:38	748.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	1.50e-07	7.50e-09	-03.9		5.72e-10	137.7	6.89e-09	3.9	hargrave 2015-01-22 09:21:23	773.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	1.45e-07	2.14e-09	-01.9		6.10e-10	135.6	2.11e-09	1.2	hargrave 2015-01-22 14:26:58	788.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	1.40e-07	9.54e-10	00.2		5.39e-10	132.9	9.71e-10	0.6	hargrave 2015-01-22 20:34:42	803.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	1.34e-07	7.72e-10	01.4		4.77e-10	133.8	9.99e-10	0.6	hargrave 2015-01-28 14:59:07	818.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	1.33e-07	5.74e-10	01.2		4.82e-10	134.2	7.94e-10	0.5	hargrave 2015-01-29 14:12:08	823.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	1.30e-07	1.26e-09	01.2		4.80e-10	135.8	1.30e-09	0.8	hargrave 2015-01-30 15:21:46	828.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	1.27e-07	4.92e-10	01.5		6.30e-10	136.5	6.20e-10	0.4	hargrave 2015-02-02 16:07:44	833.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	1.24e-07	2.84e-09	02.0		4.70e-10	134.7	2.68e-09	1.8	hargrave 2015-02-03 15:18:49	838.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	1.22e-07	4.51e-09	01.9		4.71e-10	133.9	4.72e-09	3.1	hargrave 2015-02-05 09:08:35	843.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	1.21e-07	4.55e-09	02.1		4.61e-10	133.6	5.03e-09	3.2	hargrave 2015-02-05 17:10:56	846.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	1.16e-07	3.12e-09	02.0		5.05e-10	136.7	2.83e-09	2.1	hargrave 2015-02-06 15:09:18	849.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	1.15e-07	1.05e-09	02.9		4.49e-10	134.7	1.28e-09	0.8	hargrave 2015-02-09 17:20:43	852.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	1.14e-07	5.90e-10	02.4		4.77e-10	136.3	8.44e-10	0.5	hargrave 2015-02-10 13:50:54	855.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	1.14e-07	9.19e-10	02.9		4.73e-10	136.0	8.79e-10	0.7	hargrave 2015-02-11 11:31:10	858.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	1.13e-07	7.38e-10	02.7		4.55e-10	134.7	1.01e-09	0.7	hargrave 2015-02-12 11:52:30	863.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	1.11e-07	7.42e-10	03.6		5.25e-10	137.2	8.54e-10	0.6	hargrave 2015-02-12 19:05:38	883.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	1.05e-07	2.51e-09	04.7		8.37e-10	136.0	2.37e-09	1.9	hargrave 2015-02-13 18:02:11	903.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	8.29e-08	2.50e-09	06.0		4.20e-10	134.0	2.05e-09	2.2	hargrave 2015-02-17 08:39:19	923.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	3.35e-08	7.74e-10	01.7		9.52e-11	133.7	1.15e-09	2.3	hargrave 2015-02-18 08:45:57	933.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	1.02e-08	4.29e-10	21.8		1.93e-10	135.0	2.15e-10	1.8	hargrave 2015-02-18 18:03:59	943.0	0	LT-T-Z:LP-DIR-T	g
Z48.1a	Z48.1	Z48	Khukh_Davaa	Z48.1a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	1.28e-08	2.92e-10	-29.4		3.83e-10	023.1	9.47e-10	4.1	hargrave 2015-02-20 10:09:26	953.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	1.43e-07	1.74e-09	-01.3		6.93e-10	186.4	4.36e-10	0.8	hargrave 2014-11-19 15:38:15	273	0	LT-NO:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	1.44e-07	1.61e-08	-05.1		8.83e-10	184.4	1.01e-08	6.4	hargrave 2014-11-24 16:31:59	77	0	LT-LT-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	1.41e-07	1.98e-09	-08.1		6.68e-10	182.8	3.98e-10	0.8	hargrave 2014-12-03 16:12:12	373.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	1.44e-07	1.74e-09	-14.3		6.34e-10	180.8	6.28e-10	0.8	hargrave 2015-01-07 13:00:15	423.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	1.45e-07	1.01e-09	-15.3		8.21e-10	181.5	7.76e-10	0.5	hargrave 2015-01-09 14:18:13	473.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	1.46e-07	5.20e-09	-16.4		7.68e-10	179.3	8.34e-10	2.1	hargrave 2015-01-12 15:05:06	523.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	1.46e-07	1.75e-09	-17.5		1.04e-09	179.1	7.92e-10	0.8	hargrave 2015-01-13 13:43:21	573.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	1.47e-07	1.17e-09	-16.9		1.25e-09	177.8	8.64e-10	0.7	hargrave 2015-01-14 18:00:29	623.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	1.46e-07	2.10e-09	-13.3		9.05e-10	177.4	7.87e-10	0.9	hargrave 2015-01-16 14:35:47	673.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	1.43e-07	1.75e-09	-10.7		6.20e-10	174.7	6.93e-10	0.8	hargrave 2015-01-20 12:40:57	698.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	1.41e-07	2.55e-09	-08.8		6.16e-10	174.9	6.37e-10	1.1	hargrave 2015-01-20 19:14:14	723.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	1.39e-07	2.96e-09	-07.5		5.94e-10	176.2	6.78e-10	1.2	hargrave 2015-01-21 12:50:07	748.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	1.38e-07	2.47e-09	-06.3		6.01e-10	174.4	6.56e-10	1.1	hargrave 2015-01-22 09:22:53	773.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	1.34e-07	9.58e-10	-04.7		5.18e-10	174.0	7.12e-10	0.5	hargrave 2015-01-22 14:28:28	788.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	1.30e-07	2.54e-09	-03.4		4.79e-10	174.7	2.14e-10	1.1	hargrave 2015-01-22 20:36:16	803.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	1.26e-07	3.00e-09	-02.2		5.61e-10	173.3	5.38e-10	1.4	hargrave 2015-01-28 15:00:43	818.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	1.24e-07	9.53e-10	-02.3		6.05e-10	175.5	4.70e-10	0.5	hargrave 2015-01-29 14:13:46	823.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	1.22e-07	2.73e-09	-01.7		7.13e-10	173.4	5.43e-10	1.3	hargrave 2015-01-30 15:23:23	828.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	1.21e-07	8.39e-10	-01.8		5.00e-10	174.7	6.02e-10	0.5	hargrave 2015-02-02 16:09:20	833.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	1.19e-07	2.79e-09	-01.7		7.06e-10	174.8	6.53e-10	1.4	hargrave 2015-02-03 15:20:27	838.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	1.17e-07	1.12e-09	-01.8		7.93e-10	173.6	6.33e-10	0.7	hargrave 2015-02-05 09:11:01	843.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	1.16e-07	3.79e-09	-01.6		8.88e-10	175.0	6.29e-10	1.9	hargrave 2015-02-05 17:12:34	846.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	1.11e-07	9.55e-10	-01.8		8.07e-10	176.4	4.77e-10	0.6	hargrave 2015-02-06 15:10:56	849.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	1.09e-07	3.35e-10	-01.5		6.28e-10	177.5	5.61e-10	0.4	hargrave 2015-02-09 17:22:42	852.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	1.09e-07	1.06e-09	-01.4		6.40e-10	174.7	5.10e-10	0.7	hargrave 2015-02-10 13:52:53	855.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	1.09e-07	3.55e-09	-01.2		7.66e-10	174.5	5.85e-10	1.9	hargrave 2015-02-11 11:33:09	858.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	1.08e-07	2.28e-09	-00.9		7.03e-10	174.3	5.33e-10	1.3	hargrave 2015-02-12 11:54:29	863.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	1.06e-07	1.09e-09	-00.2		6.67e-10	174.3	5.36e-10	0.7	hargrave 2015-02-12 19:07:53	883.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	1.01e-07	7.90e-10	01.2		1.03e-09	173.4	4.90e-10	0.7	hargrave 2015-02-13 18:03:45	903.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	8.39e-08	9.58e-10	02.4		6.52e-10	170.8	4.55e-10	0.8	hargrave 2015-02-17 08:41:49	923.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	4.00e-08	1.22e-09	-01.8		1.91e-10	177.2	1.06e-09	1.7	hargrave 2015-02-18 08:47:32	933.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	1.34e-08	5.52e-10	07.8		2.93e-10	172.5	4.53e-10	2.4	hargrave 2015-02-18 18:05:34	943.0	0	LT-T-Z:LP-DIR-T	g
Z48.2a	Z48.2	Z48	Khukh_Davaa	Z48.2a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	5.68e-09	1.52e-10	-37.8		9.01e-11	305.2	8.74e-10	8.4	hargrave 2015-02-20 10:11:03	953.0	0	LT-T-Z:LP-DIR-T	g
