tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study	47.10221	95.42039	Khukh_Davaa	Region of sampled Teel Formation basalt flows	47.06277	95.42075
>>>>>>>>>>
tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_lat	sample_bed_dip	er_location_name	sample_height	magic_method_codes	sample_type	sample_azimuth	sample_lon	sample_class
0	This study	-60.7	161.8	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	748.0	Z42.5a	273	4.15e-07	1.00e-09	3.46e-09	4.33e-09	Z42.5a:LP-DIR-T	12	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-56.2	163.4	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	773.0	Z42.5a	273	4.06e-07	1.16e-09	7.40e-09	5.96e-09	Z42.5a:LP-DIR-T	13	Z42	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-53.7	163.3	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	788.0	Z42.5a	273	4.04e-07	1.66e-09	4.30e-09	4.83e-09	Z42.5a:LP-DIR-T	14	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-51.6	163.0	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	803.0	Z42.5a	273	3.97e-07	2.11e-09	3.90e-09	4.90e-09	Z42.5a:LP-DIR-T	15	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-51.3	163.5	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	818.0	Z42.5a	273	3.79e-07	1.14e-09	3.70e-09	3.88e-09	Z42.5a:LP-DIR-T	16	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-50.6	164.9	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	823.0	Z42.5a	273	3.46e-07	2.94e-09	4.85e-09	5.32e-09	Z42.5a:LP-DIR-T	17	Z42	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-46.7	160.1	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	828.0	Z42.5a	273	3.17e-07	2.05e-09	2.89e-09	3.47e-09	Z42.5a:LP-DIR-T	18	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-38.7	159.1	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	833.0	Z42.5a	273	2.75e-07	2.44e-09	4.95e-09	2.13e-09	Z42.5a:LP-DIR-T	19	Z42	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-17.6	157.6	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	838.0	Z42.5a	273	1.83e-07	2.40e-09	2.57e-09	1.30e-09	Z42.5a:LP-DIR-T	20	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-02.8	157.9	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	843.0	Z42.5a	273	1.34e-07	2.30e-09	5.72e-09	2.80e-09	Z42.5a:LP-DIR-T	21	Z42	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	04.3	147.8	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	846.0	Z42.5a	273	1.25e-07	2.47e-09	3.09e-09	1.56e-09	Z42.5a:LP-DIR-T	22	Z42	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	03.5	161.3	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	849.0	Z42.5a	273	1.22e-07	1.84e-09	3.56e-09	4.36e-09	Z42.5a:LP-DIR-T	23	Z42	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	166.1	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	852.0	Z42.5a	273	1.03e-07	2.22e-09	1.43e-09	1.55e-09	Z42.5a:LP-DIR-T	24	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	00.8	159.1	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	855.0	Z42.5a	273	9.21e-08	1.28e-09	9.30e-10	1.51e-09	Z42.5a:LP-DIR-T	25	Z42	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	07.4	142.2	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	858.0	Z42.5a	273	9.22e-08	2.87e-09	4.08e-09	3.77e-09	Z42.5a:LP-DIR-T	26	Z42	1	3.8	b	LT-T-Z:LP-DIR-T
0	This study	11.0	152.3	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	863.0	Z42.5a	273	8.45e-08	3.39e-09	1.59e-09	1.34e-09	Z42.5a:LP-DIR-T	27	Z42	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	08.6	170.7	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	883.0	Z42.5a	273	7.20e-08	2.64e-09	2.27e-09	9.16e-10	Z42.5a:LP-DIR-T	28	Z42	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	10.8	164.8	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	903.0	Z42.5a	273	5.79e-08	2.97e-09	9.91e-10	1.02e-09	Z42.5a:LP-DIR-T	29	Z42	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	45.4	231.8	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	923.0	Z42.5a	273	2.51e-08	2.31e-09	1.17e-09	1.11e-09	Z42.5a:LP-DIR-T	30	Z42	1	5.5	g	LT-T-Z:LP-DIR-T
0	This study	16.3	193.3	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	933.0	Z42.5a	273	3.14e-08	2.29e-09	1.34e-09	4.33e-10	Z42.5a:LP-DIR-T	31	Z42	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	-00.6	117.3	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	943.0	Z42.5a	273	3.60e-08	3.90e-09	5.98e-10	1.35e-09	Z42.5a:LP-DIR-T	32	Z42	1	6.5	g	LT-T-Z:LP-DIR-T
0	This study	03.2	167.2	0	pmagpy-3.2.1	Z42.5		Khukh_Davaa	953.0	Z42.5a	273	4.18e-08	2.92e-09	1.47e-09	1.52e-09	Z42.5a:LP-DIR-T	33	Z42	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	56.9	196.9	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	273	Z42.6a	273	5.49e-07	8.96e-09	5.90e-09	6.67e-09	Z42.6a:LP-DIR-T	1	Z42	1	0.8	g	LT-NO:LP-DIR-T
0	This study	-42.1	219.6	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	77	Z42.6a	273	3.66e-07	2.64e-09	7.25e-09	4.83e-09	Z42.6a:LP-DIR-T	2	Z42	1	1.3	g	LT-LT-Z:LP-DIR-T
0	This study	-45.0	218.4	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	373.0	Z42.6a	273	3.78e-07	3.93e-09	3.29e-09	5.02e-09	Z42.6a:LP-DIR-T	3	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-46.6	219.4	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	423.0	Z42.6a	273	3.92e-07	4.32e-09	3.24e-09	4.23e-09	Z42.6a:LP-DIR-T	4	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-47.3	220.4	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	473.0	Z42.6a	273	4.06e-07	3.02e-09	4.27e-09	6.61e-09	Z42.6a:LP-DIR-T	5	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-48.1	218.9	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	523.0	Z42.6a	273	4.17e-07	2.80e-09	3.16e-09	4.50e-09	Z42.6a:LP-DIR-T	6	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-48.1	219.2	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	573.0	Z42.6a	273	4.25e-07	2.36e-09	3.29e-09	5.54e-09	Z42.6a:LP-DIR-T	7	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-47.8	218.0	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	623.0	Z42.6a	273	4.30e-07	2.23e-09	8.94e-09	4.00e-09	Z42.6a:LP-DIR-T	8	Z42	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-46.5	216.9	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	673.0	Z42.6a	273	4.29e-07	3.33e-09	3.31e-09	6.14e-09	Z42.6a:LP-DIR-T	9	Z42	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-44.0	217.7	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	698.0	Z42.6a	273	4.23e-07	3.69e-09	9.46e-09	6.42e-09	Z42.6a:LP-DIR-T	10	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-42.8	217.2	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	723.0	Z42.6a	273	4.18e-07	2.64e-09	6.22e-09	3.77e-09	Z42.6a:LP-DIR-T	11	Z42	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-42.4	215.5	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	748.0	Z42.6a	273	4.11e-07	2.24e-09	9.59e-09	5.86e-09	Z42.6a:LP-DIR-T	12	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-38.6	213.8	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	773.0	Z42.6a	273	4.03e-07	2.19e-09	1.44e-08	9.02e-09	Z42.6a:LP-DIR-T	13	Z42	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	-36.3	213.0	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	788.0	Z42.6a	273	3.98e-07	2.98e-09	9.89e-09	6.96e-09	Z42.6a:LP-DIR-T	14	Z42	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-33.6	211.4	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	803.0	Z42.6a	273	3.91e-07	2.20e-09	1.86e-08	1.11e-08	Z42.6a:LP-DIR-T	15	Z42	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-32.7	210.0	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	818.0	Z42.6a	273	3.76e-07	2.49e-09	1.71e-08	9.18e-09	Z42.6a:LP-DIR-T	16	Z42	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-29.2	211.9	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	823.0	Z42.6a	273	3.27e-07	2.16e-09	4.05e-09	1.48e-09	Z42.6a:LP-DIR-T	17	Z42	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-27.4	210.2	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	828.0	Z42.6a	273	3.02e-07	1.58e-09	6.87e-09	4.63e-09	Z42.6a:LP-DIR-T	18	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	-26.4	210.4	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	833.0	Z42.6a	273	2.68e-07	2.18e-09	1.51e-09	1.26e-09	Z42.6a:LP-DIR-T	19	Z42	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-04.6	207.5	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	838.0	Z42.6a	273	1.70e-07	1.39e-09	1.06e-09	1.74e-09	Z42.6a:LP-DIR-T	20	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	15.3	202.7	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	843.0	Z42.6a	273	1.31e-07	1.04e-09	6.78e-09	2.27e-09	Z42.6a:LP-DIR-T	21	Z42	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	14.2	192.7	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	846.0	Z42.6a	273	1.22e-07	9.52e-10	4.05e-09	8.93e-10	Z42.6a:LP-DIR-T	22	Z42	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	22.6	198.0	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	849.0	Z42.6a	273	1.11e-07	2.48e-10	2.35e-09	2.74e-09	Z42.6a:LP-DIR-T	23	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	19.9	202.7	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	852.0	Z42.6a	273	1.05e-07	2.58e-09	4.35e-09	8.20e-10	Z42.6a:LP-DIR-T	24	Z42	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	15.5	192.7	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	855.0	Z42.6a	273	1.04e-07	1.20e-09	6.88e-10	3.95e-09	Z42.6a:LP-DIR-T	25	Z42	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	21.1	186.6	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	858.0	Z42.6a	273	8.18e-08	2.67e-09	5.38e-10	8.51e-10	Z42.6a:LP-DIR-T	26	Z42	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	09.8	175.3	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	863.0	Z42.6a	273	7.70e-08	3.44e-09	3.09e-09	7.78e-10	Z42.6a:LP-DIR-T	27	Z42	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	15.4	202.5	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	883.0	Z42.6a	273	8.30e-08	3.18e-09	1.21e-09	1.13e-09	Z42.6a:LP-DIR-T	28	Z42	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	14.5	190.2	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	903.0	Z42.6a	273	6.19e-08	3.56e-09	1.06e-09	6.48e-10	Z42.6a:LP-DIR-T	29	Z42	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	09.2	178.2	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	923.0	Z42.6a	273	6.07e-08	2.59e-09	1.90e-09	1.13e-09	Z42.6a:LP-DIR-T	30	Z42	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	-01.8	192.6	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	933.0	Z42.6a	273	5.09e-08	2.51e-09	1.61e-09	8.44e-10	Z42.6a:LP-DIR-T	31	Z42	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	02.5	119.6	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	943.0	Z42.6a	273	4.59e-08	4.24e-09	7.04e-10	8.33e-10	Z42.6a:LP-DIR-T	32	Z42	1	5.3	g	LT-T-Z:LP-DIR-T
0	This study	15.6	46.0	0	pmagpy-3.2.1	Z42.6		Khukh_Davaa	953.0	Z42.6a	273	4.67e-08	3.45e-09	2.03e-09	1.89e-09	Z42.6a:LP-DIR-T	33	Z42	1	5.2	g	LT-T-Z:LP-DIR-T
0	This study	-11.0	150.3	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	273	Z42.7a	273	4.25e-07	4.23e-09	4.63e-09	4.84e-09	Z42.7a:LP-DIR-T	1	Z42	1	1.0	g	LT-NO:LP-DIR-T
0	This study	-40.1	138.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	77	Z42.7a	273	5.81e-07	2.58e-09	8.83e-09	6.10e-09	Z42.7a:LP-DIR-T	2	Z42	1	1.0	g	LT-LT-Z:LP-DIR-T
0	This study	-41.3	139.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	373.0	Z42.7a	273	5.93e-07	2.73e-09	9.92e-09	9.71e-09	Z42.7a:LP-DIR-T	3	Z42	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-42.6	138.5	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	423.0	Z42.7a	273	6.13e-07	2.54e-09	6.09e-09	6.71e-09	Z42.7a:LP-DIR-T	4	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-43.2	140.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	473.0	Z42.7a	273	6.23e-07	3.02e-09	1.88e-08	1.51e-08	Z42.7a:LP-DIR-T	5	Z42	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-43.9	139.5	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	523.0	Z42.7a	273	6.27e-07	2.92e-09	2.56e-08	1.59e-08	Z42.7a:LP-DIR-T	6	Z42	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-44.2	140.4	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	573.0	Z42.7a	273	6.24e-07	2.95e-09	1.88e-08	1.26e-08	Z42.7a:LP-DIR-T	7	Z42	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-43.9	138.0	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	623.0	Z42.7a	273	6.13e-07	2.16e-09	8.03e-09	1.01e-08	Z42.7a:LP-DIR-T	8	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-40.6	139.4	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	673.0	Z42.7a	273	5.97e-07	8.97e-09	1.87e-08	7.64e-09	Z42.7a:LP-DIR-T	9	Z42	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-40.8	140.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	698.0	Z42.7a	273	5.85e-07	2.15e-09	5.08e-09	5.95e-09	Z42.7a:LP-DIR-T	10	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-39.6	142.0	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	723.0	Z42.7a	273	5.81e-07	2.55e-09	1.75e-08	1.51e-08	Z42.7a:LP-DIR-T	11	Z42	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	-38.2	139.4	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	748.0	Z42.7a	273	5.76e-07	1.94e-09	1.57e-08	1.42e-08	Z42.7a:LP-DIR-T	12	Z42	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	-34.6	138.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	773.0	Z42.7a	273	5.68e-07	1.71e-09	4.95e-09	5.49e-09	Z42.7a:LP-DIR-T	13	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-32.9	139.2	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	788.0	Z42.7a	273	5.66e-07	2.03e-09	3.79e-09	4.41e-09	Z42.7a:LP-DIR-T	14	Z42	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-30.6	136.6	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	803.0	Z42.7a	273	5.54e-07	1.73e-09	6.09e-09	7.34e-09	Z42.7a:LP-DIR-T	15	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-29.9	137.1	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	818.0	Z42.7a	273	5.30e-07	1.44e-09	6.29e-09	8.00e-09	Z42.7a:LP-DIR-T	16	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-24.2	136.9	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	823.0	Z42.7a	273	4.53e-07	1.24e-09	5.86e-09	6.92e-09	Z42.7a:LP-DIR-T	17	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-21.9	136.5	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	828.0	Z42.7a	273	4.11e-07	1.78e-09	3.70e-09	3.72e-09	Z42.7a:LP-DIR-T	18	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-20.1	132.7	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	833.0	Z42.7a	273	3.83e-07	1.58e-09	1.14e-08	1.26e-08	Z42.7a:LP-DIR-T	19	Z42	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	-05.5	133.3	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	838.0	Z42.7a	273	2.56e-07	1.90e-09	9.53e-10	1.29e-09	Z42.7a:LP-DIR-T	20	Z42	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	08.0	123.0	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	843.0	Z42.7a	273	1.78e-07	3.09e-09	2.25e-09	3.11e-09	Z42.7a:LP-DIR-T	21	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	10.4	126.3	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	846.0	Z42.7a	273	1.44e-07	2.20e-09	5.98e-10	1.33e-09	Z42.7a:LP-DIR-T	22	Z42	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	12.0	128.1	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	849.0	Z42.7a	273	1.39e-07	1.73e-09	3.28e-09	5.37e-09	Z42.7a:LP-DIR-T	23	Z42	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	09.6	119.6	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	852.0	Z42.7a	273	1.21e-07	2.81e-09	7.66e-10	2.44e-09	Z42.7a:LP-DIR-T	24	Z42	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	10.5	126.8	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	855.0	Z42.7a	273	1.15e-07	1.32e-09	2.15e-09	4.85e-09	Z42.7a:LP-DIR-T	25	Z42	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	10.2	126.5	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	858.0	Z42.7a	273	1.07e-07	3.32e-09	1.89e-09	3.82e-09	Z42.7a:LP-DIR-T	26	Z42	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	09.6	123.9	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	863.0	Z42.7a	273	9.73e-08	3.39e-09	1.47e-09	2.74e-09	Z42.7a:LP-DIR-T	27	Z42	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	03.0	136.2	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	883.0	Z42.7a	273	9.90e-08	2.71e-09	7.20e-10	5.62e-10	Z42.7a:LP-DIR-T	28	Z42	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	06.9	150.7	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	903.0	Z42.7a	273	7.10e-08	2.37e-09	1.17e-09	4.93e-10	Z42.7a:LP-DIR-T	29	Z42	1	2.0	b	LT-T-Z:LP-DIR-T
0	This study	05.5	115.1	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	923.0	Z42.7a	273	6.28e-08	2.78e-09	1.38e-09	2.07e-09	Z42.7a:LP-DIR-T	30	Z42	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	04.0	209.6	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	933.0	Z42.7a	273	3.28e-08	1.77e-09	1.91e-09	1.22e-09	Z42.7a:LP-DIR-T	31	Z42	1	5.0	b	LT-T-Z:LP-DIR-T
0	This study	05.5	109.7	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	943.0	Z42.7a	273	4.83e-08	3.85e-09	1.02e-09	1.73e-09	Z42.7a:LP-DIR-T	32	Z42	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	11.4	272.9	0	pmagpy-3.2.1	Z42.7		Khukh_Davaa	953.0	Z42.7a	273	4.48e-08	2.34e-09	5.68e-10	2.00e-09	Z42.7a:LP-DIR-T	33	Z42	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	00.8	163.4	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	273	Z42.8a	273	2.09e-07	1.65e-09	7.36e-10	2.37e-09	Z42.8a:LP-DIR-T	1	Z42	1	0.5	g	LT-NO:LP-DIR-T
0	This study	-54.3	101.0	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	77	Z42.8a	273	4.03e-07	3.11e-09	3.93e-09	1.05e-08	Z42.8a:LP-DIR-T	2	Z42	1	1.6	g	LT-LT-Z:LP-DIR-T
0	This study	-55.0	99.3	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	373.0	Z42.8a	273	4.19e-07	3.86e-09	4.81e-09	6.34e-09	Z42.8a:LP-DIR-T	3	Z42	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-55.3	96.1	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	423.0	Z42.8a	273	4.36e-07	3.79e-09	4.76e-09	5.81e-09	Z42.8a:LP-DIR-T	4	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-55.7	95.9	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	473.0	Z42.8a	273	4.49e-07	3.38e-09	4.47e-09	5.99e-09	Z42.8a:LP-DIR-T	5	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-56.0	95.7	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	523.0	Z42.8a	273	4.53e-07	3.61e-09	4.40e-09	6.60e-09	Z42.8a:LP-DIR-T	6	Z42	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-56.5	93.8	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	573.0	Z42.8a	273	4.52e-07	1.77e-09	4.08e-09	5.41e-09	Z42.8a:LP-DIR-T	7	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-55.8	93.9	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	623.0	Z42.8a	273	4.46e-07	2.53e-09	3.78e-09	1.04e-08	Z42.8a:LP-DIR-T	8	Z42	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-52.8	97.9	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	673.0	Z42.8a	273	4.42e-07	2.56e-09	4.43e-09	1.33e-08	Z42.8a:LP-DIR-T	9	Z42	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-54.1	100.2	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	698.0	Z42.8a	273	4.32e-07	2.62e-09	3.50e-09	1.24e-08	Z42.8a:LP-DIR-T	10	Z42	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	-52.6	102.4	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	723.0	Z42.8a	273	4.25e-07	2.64e-09	3.37e-09	4.89e-09	Z42.8a:LP-DIR-T	11	Z42	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-51.5	106.0	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	748.0	Z42.8a	273	4.21e-07	2.31e-09	3.93e-09	6.72e-09	Z42.8a:LP-DIR-T	12	Z42	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-47.0	111.4	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	773.0	Z42.8a	273	4.18e-07	1.97e-09	5.15e-09	1.36e-08	Z42.8a:LP-DIR-T	13	Z42	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	-44.3	113.9	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	788.0	Z42.8a	273	4.24e-07	2.33e-09	3.19e-09	5.51e-09	Z42.8a:LP-DIR-T	14	Z42	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-41.4	116.4	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	803.0	Z42.8a	273	4.16e-07	1.19e-09	9.13e-09	2.13e-08	Z42.8a:LP-DIR-T	15	Z42	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-40.0	116.8	0	pmagpy-3.2.1	Z42.8		Khukh_Davaa	818.0	Z42.8a	273	4.02e-07	9.97e-10	3.22e-09	7.35e-09	Z42.8a:LP-DIR-T	16	Z42	1	1.1	g	LT-T-Z:LP-DIR-T
