tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z41.7	Z41	Z41.7a	Z41.7a:LP-DIR-T	hargrave 2015-05-04 17:55:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	222.6		g	10.5	6.46e-08	29	1	1.35e-09	8.42e-10	1.64e-09	273	0	0	903.0
This study	unknown	Z41.7	Z41	Z41.7a	Z41.7a:LP-DIR-T	hargrave 2015-05-05 13:33:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	269.4		g	-11.0	5.29e-08	30	1	1.51e-09	9.18e-10	1.05e-09	273	0	0	923.0
This study	unknown	Z41.7	Z41	Z41.7a	Z41.7a:LP-DIR-T	hargrave 2015-05-07 13:21:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	249.1		g	-18.2	4.58e-08	31	1	1.59e-09	1.08e-09	9.44e-10	273	0	0	933.0
This study	unknown	Z41.7	Z41	Z41.7a	Z41.7a:LP-DIR-T	hargrave 2015-05-07 19:14:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.5	136.9		g	-03.5	3.34e-08	32	1	2.34e-09	9.10e-10	3.27e-09	273	0	0	943.0
This study	unknown	Z41.7	Z41	Z41.7a	Z41.7a:LP-DIR-T	hargrave 2015-05-08 13:48:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	284.8		g	-21.0	3.89e-08	33	1	8.79e-10	6.30e-10	1.32e-09	273	0	0	953.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-04 19:35:39	LT-NO:LP-DIR-T	pmagpy-3.2.1	0.7	226.7		g	60.5	7.08e-06	1	1	7.01e-08	6.71e-08	3.26e-08	273	0	0	273
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-20 17:09:23	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.7	252.1		g	-10.1	8.37e-07	2	1	9.92e-09	6.85e-09	4.82e-09	273	0	0	77
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-23 13:38:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	257.5		g	-46.2	1.09e-06	3	1	1.30e-08	1.26e-08	1.50e-08	273	0	0	373.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-24 12:38:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	262.2		g	-54.9	1.26e-06	4	1	1.48e-08	1.36e-08	1.86e-08	273	0	0	423.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-25 09:29:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	260.6		g	-57.7	1.36e-06	5	1	1.27e-08	1.46e-08	2.17e-08	273	0	0	473.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-25 17:15:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	266.6		g	-61.6	1.47e-06	6	1	2.86e-08	1.79e-08	7.25e-09	273	0	0	523.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-26 12:16:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	268.2		g	-65.6	1.55e-06	7	1	2.53e-08	1.93e-08	1.05e-08	273	0	0	573.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-02-27 09:55:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	269.2		g	-68.4	1.57e-06	8	1	1.41e-08	1.96e-08	1.06e-08	273	0	0	623.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-03-02 16:09:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	265.7		g	-71.0	1.52e-06	9	1	1.66e-08	1.69e-08	1.13e-08	273	0	0	673.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-17 14:33:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	270.5		g	-69.6	1.47e-06	10	1	4.41e-08	1.48e-08	1.02e-08	273	0	0	698.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-20 12:01:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	268.7		g	-69.5	1.44e-06	11	1	2.96e-08	1.54e-08	7.57e-09	273	0	0	723.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-20 16:08:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	270.0		g	-70.2	1.38e-06	12	1	3.76e-08	1.49e-08	7.73e-09	273	0	0	748.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-20 20:52:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	269.7		g	-69.5	1.29e-06	13	1	4.09e-08	1.20e-08	7.42e-09	273	0	0	773.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-21 12:49:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	269.4		g	-70.1	1.21e-06	14	1	3.67e-08	1.04e-08	6.32e-09	273	0	0	788.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-21 17:09:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	268.5		g	-70.0	1.13e-06	15	1	2.51e-08	1.00e-08	6.59e-09	273	0	0	803.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-22 14:29:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	263.4		g	-67.1	1.02e-06	16	1	2.94e-08	9.83e-09	7.03e-09	273	0	0	818.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-23 10:33:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	272.4		g	-68.3	9.74e-07	17	1	1.18e-08	7.37e-09	8.57e-09	273	0	0	823.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-23 16:24:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	262.6		g	-70.1	8.60e-07	18	1	2.83e-08	1.09e-08	5.35e-09	273	0	0	828.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-24 16:13:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	270.5		g	-69.8	6.69e-07	19	1	5.23e-09	8.77e-09	4.89e-09	273	0	0	833.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-27 15:23:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	275.3		g	-72.8	5.55e-07	20	1	1.21e-08	4.87e-09	5.17e-09	273	0	0	838.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-27 20:17:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	259.8		g	-63.3	2.87e-07	21	1	7.02e-09	4.79e-09	2.99e-09	273	0	0	843.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-28 14:39:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	284.9		g	-53.6	1.84e-07	22	1	4.32e-09	2.44e-09	4.08e-09	273	0	0	846.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-29 10:52:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.5	258.9		g	-68.9	1.35e-07	23	1	8.36e-09	2.08e-09	2.50e-09	273	0	0	849.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-29 15:31:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	243.0		g	-33.8	8.91e-08	24	1	1.65e-09	3.03e-09	1.74e-09	273	0	0	852.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-30 11:47:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	199.7		g	-49.8	7.33e-08	25	1	8.61e-09	1.20e-09	4.03e-09	273	0	0	855.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-04-30 17:01:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.3	163.2		g	-64.0	4.36e-08	26	1	2.33e-09	1.12e-09	2.85e-09	273	0	0	858.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-01 13:37:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	12.0	146.7		g	-07.2	2.44e-08	27	1	1.51e-09	2.07e-09	4.70e-09	273	0	0	863.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-02 10:42:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.8	140.6		g	-50.6	3.00e-08	28	1	2.47e-09	1.31e-09	2.58e-09	273	0	0	863.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-04 13:32:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.5	075.4		g	-24.0	3.65e-08	29	1	1.41e-09	1.71e-09	3.60e-09	273	0	0	883.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-04 17:56:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.2	201.9		g	-35.5	5.80e-08	30	1	2.88e-09	1.34e-09	3.03e-09	273	0	0	903.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-05 13:34:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	314.5		g	-04.1	5.49e-08	31	1	8.51e-10	9.88e-10	2.17e-09	273	0	0	923.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-07 13:23:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	298.6		g	-07.8	4.02e-08	32	1	9.54e-10	2.34e-09	1.21e-09	273	0	0	933.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-07 19:15:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.4	130.3		g	-14.6	4.89e-08	33	1	2.47e-09	8.28e-10	2.87e-09	273	0	0	943.0
This study	unknown	Z41.8	Z41	Z41.8a	Z41.8a:LP-DIR-T	hargrave 2015-05-08 13:50:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.2	315.8		g	-05.7	4.08e-08	34	1	1.20e-09	1.16e-09	2.98e-09	273	0	0	953.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-04 19:37:05	LT-NO:LP-DIR-T	pmagpy-3.2.1	1.4	221.8		g	79.7	5.09e-07	1	1	7.49e-09	8.98e-09	8.05e-09	273	0	0	273
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-20 17:10:56	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.3	141.0		g	-83.8	2.49e-07	2	1	3.88e-09	4.25e-09	3.67e-09	273	0	0	77
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-23 13:40:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	138.4		g	-83.6	2.90e-07	3	1	4.11e-09	5.84e-09	4.90e-09	273	0	0	373.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-24 12:39:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	137.9		g	-83.0	3.08e-07	4	1	4.15e-09	6.74e-09	4.82e-09	273	0	0	423.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-25 09:31:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	136.2		g	-83.2	3.27e-07	5	1	4.07e-09	6.56e-09	3.37e-09	273	0	0	473.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-25 17:17:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	147.7		g	-84.3	3.43e-07	6	1	3.79e-09	4.30e-09	2.33e-09	273	0	0	523.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-26 12:18:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	141.2		g	-83.5	3.52e-07	7	1	3.84e-09	4.24e-09	2.66e-09	273	0	0	573.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-02-27 09:56:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	143.2		g	-82.7	3.60e-07	8	1	4.43e-09	5.72e-09	2.52e-09	273	0	0	623.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-03-02 16:11:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	138.1		g	-80.3	3.51e-07	9	1	4.22e-09	4.51e-09	2.18e-09	273	0	0	673.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-17 14:34:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	159.8		g	-81.0	3.48e-07	10	1	7.25e-09	3.62e-09	3.69e-09	273	0	0	698.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-20 12:03:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	163.7		g	-80.1	3.45e-07	11	1	6.84e-09	4.36e-09	3.05e-09	273	0	0	723.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-20 16:09:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	157.8		g	-79.1	3.35e-07	12	1	6.18e-09	3.14e-09	3.17e-09	273	0	0	748.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-20 20:54:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	160.0		g	-78.9	3.13e-07	13	1	6.68e-09	2.90e-09	3.39e-09	273	0	0	773.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-21 12:50:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	163.2		g	-79.4	2.97e-07	14	1	7.21e-09	2.84e-09	3.29e-09	273	0	0	788.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-21 17:10:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	165.2		g	-79.5	2.79e-07	15	1	5.18e-09	2.91e-09	2.14e-09	273	0	0	803.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-22 14:30:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	160.5		g	-74.5	2.53e-07	16	1	4.62e-09	2.48e-09	2.29e-09	273	0	0	818.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-23 10:34:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	160.6		g	-74.9	2.42e-07	17	1	2.53e-09	2.01e-09	2.59e-09	273	0	0	823.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-23 16:25:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	149.3		g	-75.7	2.17e-07	18	1	3.62e-09	2.27e-09	1.77e-09	273	0	0	828.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-24 16:14:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	159.8		g	-69.2	1.22e-07	19	1	1.40e-09	2.88e-09	8.70e-10	273	0	0	833.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-27 15:25:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	163.4		g	-55.7	8.28e-08	20	1	1.11e-09	1.49e-09	5.67e-10	273	0	0	838.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-27 20:18:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	7.0	215.2		g	-64.2	1.99e-08	21	1	1.61e-09	1.38e-09	2.06e-09	273	0	0	843.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-28 14:41:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	9.9	282.0		g	-04.4	1.42e-08	22	1	1.53e-09	7.01e-10	1.83e-09	273	0	0	846.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-28 15:36:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	288.6		g	-07.7	1.49e-08	23	1	3.16e-10	4.16e-10	2.40e-10	273	0	0	846.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-29 10:53:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.6	132.4		g	06.9	2.39e-08	24	1	3.18e-09	8.17e-10	1.57e-09	273	0	0	849.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-29 15:33:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.3	130.4		g	-27.0	2.35e-08	25	1	1.20e-09	1.17e-09	1.77e-09	273	0	0	852.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-30 11:48:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	13.1	020.8		g	40.8	1.74e-08	26	1	1.25e-09	3.77e-09	1.08e-09	273	0	0	855.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-30 12:43:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.5	003.8		g	39.7	1.70e-08	27	1	4.83e-10	6.90e-10	6.71e-10	273	0	0	855.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-04-30 17:03:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	7.8	137.0		g	-27.2	1.64e-08	28	1	8.73e-10	6.36e-10	2.04e-09	273	0	0	858.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-01 13:38:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	25.3	267.4		g	24.7	5.44e-09	29	1	1.19e-09	6.08e-10	2.32e-09	273	0	0	863.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-02 10:44:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.9	281.4		g	-20.9	9.79e-09	30	1	6.28e-10	6.76e-10	4.07e-10	273	0	0	863.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-04 13:33:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.1	154.0		g	74.5	1.85e-08	31	1	1.64e-09	6.35e-10	3.50e-09	273	0	0	883.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-04 17:58:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	13.1	339.3		g	18.9	1.54e-08	32	1	2.21e-09	5.65e-10	2.98e-09	273	0	0	903.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-04 18:53:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.0	342.7		g	15.1	1.61e-08	33	1	2.53e-10	7.47e-10	1.19e-09	273	0	0	903.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-05 13:36:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	7.2	033.1		g	38.3	2.40e-08	34	1	1.22e-09	9.23e-10	2.76e-09	273	0	0	923.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-07 13:24:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.6	295.2		g	13.5	3.27e-08	35	1	8.12e-10	1.03e-09	1.77e-09	273	0	0	933.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-07 19:17:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.5	129.9		g	11.9	3.55e-08	36	1	2.14e-09	4.50e-10	3.19e-09	273	0	0	943.0
This study	unknown	Z42.1	Z42	Z42.1a	Z42.1a:LP-DIR-T	hargrave 2015-05-08 13:52:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	125.9		g	-02.9	4.30e-08	37	1	8.15e-10	4.76e-10	2.35e-09	273	0	0	953.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-04 19:38:31	LT-NO:LP-DIR-T	pmagpy-3.2.1	0.9	188.5		g	51.4	8.19e-07	1	1	1.11e-08	7.70e-09	2.38e-09	273	0	0	273
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-20 17:12:32	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.8	194.7		g	02.2	3.26e-07	2	1	3.75e-09	9.35e-09	1.68e-09	273	0	0	77
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-23 13:42:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	194.9		g	-12.8	3.29e-07	3	1	2.99e-09	6.45e-09	1.83e-09	273	0	0	373.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-24 12:41:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	195.4		g	-20.7	3.55e-07	4	1	2.98e-09	3.23e-09	1.62e-09	273	0	0	423.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-25 09:33:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	196.0		g	-24.4	3.68e-07	5	1	3.45e-09	2.50e-09	2.50e-09	273	0	0	473.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-25 17:19:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	197.9		g	-26.6	3.74e-07	6	1	3.49e-09	2.40e-09	2.80e-09	273	0	0	523.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-26 12:20:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	200.2		g	-28.7	3.54e-07	7	1	4.35e-09	6.57e-09	1.75e-09	273	0	0	573.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-02-27 09:58:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	198.0		g	-28.0	3.47e-07	8	1	2.67e-09	2.80e-09	1.66e-09	273	0	0	623.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-03-02 16:12:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	197.5		g	-26.7	3.53e-07	9	1	3.56e-09	3.54e-09	6.85e-09	273	0	0	673.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-17 14:36:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	198.1		g	-25.1	3.52e-07	10	1	4.38e-09	1.31e-08	1.25e-09	273	0	0	698.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-20 12:04:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.3	196.5		g	-23.4	3.58e-07	11	1	1.43e-09	1.54e-09	7.32e-10	273	0	0	723.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-20 16:11:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.4	194.5		g	-21.8	3.70e-07	12	1	1.47e-09	2.48e-09	8.66e-10	273	0	0	748.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-20 20:55:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	192.4		g	-17.8	4.04e-07	13	1	5.26e-09	2.29e-08	1.03e-09	273	0	0	773.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-21 12:52:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	189.6		g	-14.8	4.31e-07	14	1	1.79e-09	6.64e-09	1.00e-09	273	0	0	788.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-21 17:12:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	187.7		g	-13.2	4.46e-07	15	1	1.79e-09	1.07e-08	1.65e-09	273	0	0	803.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-22 14:32:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	186.9		g	-13.2	4.09e-07	16	1	1.80e-09	1.19e-08	1.60e-09	273	0	0	818.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-23 10:36:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	187.9		g	-12.4	3.76e-07	17	1	1.04e-09	1.98e-08	8.39e-10	273	0	0	823.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-23 16:27:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.4	188.2		g	-11.7	3.53e-07	18	1	2.71e-09	2.07e-08	1.51e-09	273	0	0	828.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-24 16:16:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	188.9		g	-07.4	3.00e-07	19	1	2.13e-09	1.03e-08	1.61e-09	273	0	0	833.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-27 15:27:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	186.1		g	-02.8	2.60e-07	20	1	8.96e-10	1.18e-09	2.01e-09	273	0	0	838.0
